59,6,1
57,2,3
59,6,0
57,2,3
55,2,1
54,2,3
52,2,2
62,2,3
61,2,1
64,2,3
57,2,2
55,2,3
54,2,1
50,2,3
45,2,2
49,2,3
38,6,0
45,2,3
50,2,1
54,2,3
57,2,2
61,2,3
62,2,1
57,2,3
54,2,2
50,2,3
38,6,1
57,2,3
57,10,0
54,2,3
55,2,2
57,2,3
50,2,1
52,2,3
54,2,2
55,2,3
57,2,1
54,2,3
50,2,2
48,2,3
47,2,0
50,2,3
55,2,2
54,2,3
55,2,1
57,2,3
59,2,2
60,2,3
62,2,1
59,2,3
57,2,2
55,2,3
53,2,1
52,2,3
53,2,2
62,2,3
52,4,0
48,4,2
60,2,1
45,2,3
47,2,2
48,2,3
38,2,1
60,2,3
59,2,2
60,2,3
62,2,1
59,2,3
60,2,2
57,2,3
56,4,0
52,4,2
59,2,1
50,2,3
48,2,2
47,2,3
48,2,1
52,2,3
54,2,2
56,2,3
57,2,1
60,2,3
59,2,2
57,2,3
62,4,0
47,2,2
48,2,3
50,2,1
52,2,3
53,2,2
45,2,3
44,6,1
52,2,3
59,2,1
62,2,3
60,2,2
59,2,3
60,6,0
59,2,3
57,2,1
55,2,3
53,2,2
52,2,3
53,2,1
50,2,3
58,2,2
57,2,3
58,2,1
60,2,3
62,2,2
57,2,3
56,2,0
57,2,3
59,2,2
52,2,3
53,2,1
50,2,3
48,2,2
47,2,3
48,2,1
52,2,3
57,2,2
59,2,3
59,6,1
57,2,3
57,6,0
59,2,3
60,2,1
59,2,3
60,2,2
55,2,3
54,2,1
55,2,3
57,2,2
52,2,3
50,2,1
48,2,3
47,2,2
45,2,3
43,2,0
50,2,3
54,2,2
60,2,3
59,2,1
57,2,3
55,2,2
57,2,3
59,2,1
60,2,3
62,2,2
64,2,3
62,2,1
64,2,3
65,2,2
62,2,3
64,4,0
55,4,2
48,2,1
62,2,3
60,2,2
59,2,3
57,2,1
59,2,3
60,2,2
64,2,3
62,6,1
60,2,3
62,4,0
57,4,2
47,2,1
60,2,3
59,2,2
57,2,3
55,2,1
54,2,3
52,2,2
55,2,3
59,2,1
62,2,3
60,2,2
59,2,3
60,4,0
55,4,2
45,2,1
52,2,3
54,2,2
55,2,3
54,2,1
57,2,3
59,2,2
60,2,3
50,2,1
48,2,3
47,2,2
45,2,3
43,2,0
50,2,3
54,2,2
57,2,3
60,2,1
57,2,3
54,2,2
50,2,3
43,6,1
50,2,3
52,2,1
55,2,3
57,2,2
61,2,3
62,2,0
57,2,3
54,2,2
52,2,3
50,2,1
53,2,3
55,2,2
59,2,3
60,2,1
55,2,3
52,2,2
50,2,3
48,2,1
52,2,3
57,2,2
60,2,3
54,2,0
57,2,3
60,2,2
64,2,3
62,6,1
48,2,3
47,2,1
55,2,3
45,2,2
43,2,3
38,2,1
45,2,3
55,2,2
54,2,3
55,2,0
43,2,3
47,2,2
50,2,3
55,2,1
59,2,3
62,2,2
66,2,3
67,2,1
62,2,3
59,2,2
55,2,3
43,6,1
57,2,3
57,10,0
54,2,3
55,2,2
57,2,3
50,2,1
52,2,3
54,2,2
55,2,3
57,2,1
54,2,3
50,2,2
48,2,3
47,2,0
50,2,3
55,2,2
54,2,3
55,2,1
57,2,3
59,2,2
60,2,3
62,2,1
59,2,3
57,2,2
55,2,3
53,2,1
52,2,3
53,2,2
62,2,3
52,4,0
48,4,2
60,2,1
45,2,3
47,2,2
48,2,3
38,2,1
60,2,3
59,2,2
60,2,3
62,2,1
59,2,3
60,2,2
57,2,3
56,4,0
52,4,2
59,2,1
50,2,3
48,2,2
47,2,3
48,2,1
52,2,3
54,2,2
56,2,3
57,2,1
60,2,3
59,2,2
57,2,3
62,4,0
47,2,2
48,2,3
50,2,1
52,2,3
53,2,2
45,2,3
44,6,1
52,2,3
59,2,1
62,2,3
60,2,2
59,2,3
60,6,0
59,2,3
57,2,1
55,2,3
53,2,2
52,2,3
53,2,1
50,2,3
58,2,2
57,2,3
58,2,1
60,2,3
62,2,2
57,2,3
56,2,0
57,2,3
59,2,2
52,2,3
53,2,1
50,2,3
48,2,2
47,2,3
48,2,1
52,2,3
57,2,2
59,2,3
59,6,1
57,2,3
57,6,0
59,2,3
60,2,1
59,2,3
60,2,2
55,2,3
54,2,1
55,2,3
57,2,2
52,2,3
50,2,1
48,2,3
47,2,2
45,2,3
43,2,0
50,2,3
54,2,2
60,2,3
59,2,1
57,2,3
55,2,2
57,2,3
59,2,1
60,2,3
62,2,2
64,2,3
62,2,1
64,2,3
65,2,2
62,2,3
64,4,0
55,4,2
48,2,1
62,2,3
60,2,2
59,2,3
57,2,1
59,2,3
60,2,2
64,2,3
62,6,1
60,2,3
62,4,0
57,4,2
47,2,1
60,2,3
59,2,2
57,2,3
55,2,1
54,2,3
52,2,2
55,2,3
59,2,1
62,2,3
60,2,2
59,2,3
60,4,0
55,4,2
45,2,1
52,2,3
54,2,2
55,2,3
54,2,1
57,2,3
59,2,2
60,2,3
50,2,1
48,2,3
47,2,2
45,2,3
43,2,0
50,2,3
54,2,2
57,2,3
60,2,1
57,2,3
54,2,2
50,2,3
43,6,1
50,2,3
52,2,1
55,2,3
57,2,2
61,2,3
62,2,0
57,2,3
54,2,2
52,2,3
50,2,1
53,2,3
55,2,2
59,2,3
60,2,1
55,2,3
52,2,2
50,2,3
48,2,1
52,2,3
57,2,2
60,2,3
54,2,0
57,2,3
60,2,2
64,2,3
62,6,1
48,2,3
47,2,1
55,2,3
45,2,2
43,2,3
38,2,1
45,2,3
55,2,2
54,2,3
55,2,0
43,2,3
47,2,2
50,2,3
55,2,1
59,2,3
62,2,2
66,2,3
67,2,1
62,2,3
59,2,2
55,2,3
43,6,1
